id_pagamento,id_fatura,id_cliente,data_pagamento,valor_pagamento
PG-3785-5,3785-5,3785,2023-06-08,34989.65
PG-3785-6,3785-6,3785,2023-06-05,10718.44
PG-3785-7,3785-7,3785,2023-07-21,13570.74
PG-3785-9,3785-9,3785,2023-09-05,1188.06
PG-3785-10,3785-10,3785,2023-10-21,25887.76
PG-3785-11,3785-11,3785,2023-11-06,18645.22
PG-3785-12,3785-12,3785,2023-12-08,13119.51
PG-3785-13,3785-13,3785,2024-01-29,22245.7
PG-3786-2,3786-2,3786,2023-02-10,52582.04
PG-3786-3,3786-3,3786,2023-03-02,30169.2
PG-3786-4,3786-4,3786,2023-04-21,2007.12
PG-3786-5,3786-5,3786,2023-05-10,309.38
PG-3786-6,3786-6,3786,2023-06-08,10305.38
PG-3786-7,3786-7,3786,2023-07-09,33789.06
PG-3786-8,3786-8,3786,2023-08-09,1532.26
PG-3786-9,3786-9,3786,2023-09-22,1981.32
PG-3786-10,3786-10,3786,2023-10-13,25175.04
PG-3786-11,3786-11,3786,2023-11-06,4194.31
PG-3786-12,3786-12,3786,2023-12-10,12208.13
PG-3786-13,3786-13,3786,2024-02-07,15430.13
PG-3787-3,3787-3,3787,2023-03-04,10832.22
PG-3787-4,3787-4,3787,2023-05-09,2162.86
PG-3787-5,3787-5,3787,2023-05-03,14990.89
PG-3787-6,3787-6,3787,2023-06-10,13505.94
PG-3787-7,3787-7,3787,2023-07-03,9716.32
PG-3787-8,3787-8,3787,2023-08-06,40893.99
PG-3787-10,3787-10,3787,2023-10-02,24505.19
PG-3788-2,3788-2,3788,2023-02-13,23214.62
PG-3788-3,3788-3,3788,2023-03-09,52642.97
PG-3788-4,3788-4,3788,2023-04-14,12219.15
PG-3788-5,3788-5,3788,2023-05-29,931.14
PG-3788-7,3788-7,3788,2023-07-07,2350.28
PG-3788-8,3788-8,3788,2023-08-22,33435.22
PG-3788-10,3788-10,3788,2023-10-28,27206.27
PG-3789-1,3789-1,3789,2023-01-05,5856.1
PG-3789-2,3789-2,3789,2023-02-18,5252.64
PG-3789-3,3789-3,3789,2023-03-14,2308.49
PG-3789-6,3789-6,3789,2023-06-25,1690.32
PG-3789-7,3789-7,3789,2023-07-04,8772.21
PG-3789-8,3789-8,3789,2023-08-29,49667.93
PG-3789-9,3789-9,3789,2023-10-02,525.8
PG-3789-10,3789-10,3789,2023-11-04,27961.57
PG-3789-11,3789-11,3789,2023-11-21,15424.41
PG-3789-13,3789-13,3789,2024-01-22,28641.98
PG-3790-2,3790-2,3790,2023-02-02,23960.45
PG-3790-3,3790-3,3790,2023-03-09,76.52
PG-3790-4,3790-4,3790,2023-04-08,54781.76
PG-3790-5,3790-5,3790,2023-05-29,38938.25
PG-3790-6,3790-6,3790,2023-06-04,5958.67
PG-3790-7,3790-7,3790,2023-07-06,19362.21
PG-3790-8,3790-8,3790,2023-08-07,10534.45
PG-3790-9,3790-9,3790,2023-09-22,4158.98
PG-3790-12,3790-12,3790,2023-12-28,49257.94
PG-3790-13,3790-13,3790,2024-02-08,4429.53
PG-3791-1,3791-1,3791,2023-01-27,5424.35
PG-3791-2,3791-2,3791,2023-03-11,11780.7
PG-3791-3,3791-3,3791,2023-03-05,18945.07
PG-3791-4,3791-4,3791,2023-04-28,40076.68
PG-3791-8,3791-8,3791,2023-08-04,25005.36
PG-3791-9,3791-9,3791,2023-09-08,1793.88
PG-3791-10,3791-10,3791,2023-10-06,1958.12
PG-3791-11,3791-11,3791,2023-11-17,210.38
PG-3791-12,3791-12,3791,2023-12-02,38459.24
PG-3791-13,3791-13,3791,2024-01-02,14746.17
PG-3792-1,3792-1,3792,2023-01-26,24162.08
PG-3792-2,3792-2,3792,2023-02-25,103.64
PG-3792-4,3792-4,3792,2023-04-09,29647.29
PG-3792-6,3792-6,3792,2023-07-06,7856.89
PG-3792-7,3792-7,3792,2023-08-05,15768.29
PG-3792-9,3792-9,3792,2023-09-26,1327.05
PG-3792-10,3792-10,3792,2023-10-25,19742.05
PG-3792-11,3792-11,3792,2023-12-08,6053.91
PG-3792-12,3792-12,3792,2023-12-04,19013.38
PG-3793-3,3793-3,3793,2023-03-01,55108.14
PG-3793-4,3793-4,3793,2023-04-06,49806.98
PG-3793-5,3793-5,3793,2023-05-31,21753.06
PG-3793-6,3793-6,3793,2023-07-03,454.29
PG-3793-7,3793-7,3793,2023-08-08,23387.52
PG-3793-8,3793-8,3793,2023-09-04,9129.81
PG-3793-9,3793-9,3793,2023-09-01,984.76
PG-3793-10,3793-10,3793,2023-10-22,4607.68
PG-3793-11,3793-11,3793,2023-11-03,8308.89
PG-3794-1,3794-1,3794,2023-01-20,42236.36
PG-3794-2,3794-2,3794,2023-02-21,17855.12
PG-3794-3,3794-3,3794,2023-03-25,51850.4
PG-3794-5,3794-5,3794,2023-05-10,6523.32
PG-3794-6,3794-6,3794,2023-07-02,12901.85
PG-3794-7,3794-7,3794,2023-07-15,4876.21
PG-3794-9,3794-9,3794,2023-09-03,3683.28
PG-3794-10,3794-10,3794,2023-10-25,845.7
PG-3794-11,3794-11,3794,2023-11-01,23481.8
PG-3794-12,3794-12,3794,2023-12-22,5661.54
PG-3794-13,3794-13,3794,2024-01-14,37965.7
PG-3795-2,3795-2,3795,2023-02-23,4992.57
PG-3795-3,3795-3,3795,2023-03-23,7555.89
PG-3795-4,3795-4,3795,2023-04-15,6317.94
PG-3795-6,3795-6,3795,2023-06-22,14684.0
PG-3795-7,3795-7,3795,2023-07-05,6862.0
PG-3795-8,3795-8,3795,2023-08-07,16267.66
PG-3795-9,3795-9,3795,2023-09-12,3791.74
PG-3795-11,3795-11,3795,2023-11-03,35531.87
PG-3795-12,3795-12,3795,2023-12-03,10278.52
PG-3796-1,3796-1,3796,2023-01-09,32931.23
PG-3796-2,3796-2,3796,2023-03-09,7444.84
PG-3796-3,3796-3,3796,2023-03-22,15920.77
PG-3796-4,3796-4,3796,2023-04-09,13309.49
PG-3796-5,3796-5,3796,2023-06-03,12877.44
PG-3796-8,3796-8,3796,2023-08-22,15550.85
PG-3796-9,3796-9,3796,2023-09-06,12264.27
PG-3796-10,3796-10,3796,2023-11-02,5037.75
PG-3796-11,3796-11,3796,2023-11-28,33802.79
PG-3796-12,3796-12,3796,2023-12-04,34956.23
PG-3796-13,3796-13,3796,2024-01-02,14144.05
PG-3797-1,3797-1,3797,2023-01-30,30963.52
PG-3797-2,3797-2,3797,2023-02-15,6602.49
PG-3797-5,3797-5,3797,2023-05-07,12677.64
PG-3797-8,3797-8,3797,2023-08-06,54929.27
PG-3797-9,3797-9,3797,2023-09-26,1007.54
PG-3797-11,3797-11,3797,2023-12-05,9762.37
PG-3797-12,3797-12,3797,2023-12-12,2978.75
PG-3797-13,3797-13,3797,2024-01-31,46799.09
PG-3798-2,3798-2,3798,2023-02-28,248.73
PG-3798-3,3798-3,3798,2023-03-26,2380.28
PG-3798-4,3798-4,3798,2023-04-01,10536.43
PG-3798-5,3798-5,3798,2023-06-01,55650.34
PG-3798-6,3798-6,3798,2023-06-16,35402.4
PG-3798-7,3798-7,3798,2023-07-15,1340.93
PG-3798-8,3798-8,3798,2023-08-14,19402.25
PG-3798-9,3798-9,3798,2023-10-04,16416.13
PG-3798-10,3798-10,3798,2023-11-05,1754.99
PG-3798-11,3798-11,3798,2023-12-02,24065.6
PG-3798-13,3798-13,3798,2024-01-13,730.94
PG-3799-3,3799-3,3799,2023-03-30,8193.07
PG-3799-5,3799-5,3799,2023-05-30,7281.93
PG-3799-6,3799-6,3799,2023-06-17,13365.25
PG-3799-8,3799-8,3799,2023-08-13,13411.48
PG-3799-9,3799-9,3799,2023-10-03,1166.24
PG-3799-12,3799-12,3799,2023-12-06,1419.82
PG-3799-13,3799-13,3799,2024-01-04,43608.29
PG-3800-1,3800-1,3800,2023-01-16,10068.88
PG-3800-2,3800-2,3800,2023-02-05,38575.32
PG-3800-4,3800-4,3800,2023-04-17,44192.25
PG-3800-5,3800-5,3800,2023-06-03,1206.01
PG-3800-8,3800-8,3800,2023-08-05,38443.56
PG-3800-9,3800-9,3800,2023-09-23,21854.06
PG-3800-10,3800-10,3800,2023-10-11,42934.04
PG-3800-11,3800-11,3800,2023-11-07,41742.31
PG-3800-12,3800-12,3800,2024-01-07,24229.02
PG-3800-13,3800-13,3800,2024-01-07,17237.1
PG-3801-3,3801-3,3801,2023-03-06,27744.81
PG-3801-5,3801-5,3801,2023-06-04,66769.08
PG-3801-7,3801-7,3801,2023-07-01,19452.69
PG-3801-8,3801-8,3801,2023-08-04,53515.75
PG-3801-10,3801-10,3801,2023-10-11,3227.99
PG-3801-11,3801-11,3801,2023-12-05,593.96
PG-3801-12,3801-12,3801,2023-12-11,13603.39
PG-3801-13,3801-13,3801,2024-01-01,13134.11
PG-3802-1,3802-1,3802,2023-01-03,26262.8
PG-3802-3,3802-3,3802,2023-03-09,16890.13
PG-3802-5,3802-5,3802,2023-05-11,7246.82
PG-3802-6,3802-6,3802,2023-06-09,86.05
PG-3802-8,3802-8,3802,2023-08-05,4385.96
PG-3802-10,3802-10,3802,2023-10-31,6895.48
PG-3802-11,3802-11,3802,2023-11-05,142.88
PG-3802-13,3802-13,3802,2024-01-04,40237.51
PG-3803-1,3803-1,3803,2023-01-24,3611.06
PG-3803-3,3803-3,3803,2023-03-19,30405.47
PG-3803-4,3803-4,3803,2023-04-07,60273.32
PG-3803-5,3803-5,3803,2023-06-07,16475.98
PG-3803-7,3803-7,3803,2023-07-07,39408.12
PG-3803-8,3803-8,3803,2023-08-06,20306.95
PG-3803-9,3803-9,3803,2023-09-18,602.43
PG-3803-11,3803-11,3803,2023-12-09,21012.81
PG-3803-12,3803-12,3803,2024-01-08,7117.89
PG-3804-1,3804-1,3804,2023-01-30,18848.92
PG-3804-2,3804-2,3804,2023-02-19,33697.22
PG-3804-3,3804-3,3804,2023-03-08,16907.9
PG-3804-4,3804-4,3804,2023-04-11,28277.11
PG-3804-5,3804-5,3804,2023-05-02,8479.86
PG-3804-8,3804-8,3804,2023-08-23,25601.57
PG-3804-9,3804-9,3804,2023-10-07,11233.32
PG-3804-10,3804-10,3804,2023-10-28,362.77
PG-3804-11,3804-11,3804,2023-11-02,14205.92
PG-3804-13,3804-13,3804,2024-01-31,10140.33
PG-3805-1,3805-1,3805,2023-01-14,8032.18
PG-3805-3,3805-3,3805,2023-03-02,16139.36
PG-3805-5,3805-5,3805,2023-05-19,26798.67
PG-3805-6,3805-6,3805,2023-06-28,10148.7
PG-3805-8,3805-8,3805,2023-08-05,10231.1
PG-3805-9,3805-9,3805,2023-09-18,46666.75
PG-3805-12,3805-12,3805,2023-12-27,24617.72
PG-3806-3,3806-3,3806,2023-03-09,49672.35
PG-3806-5,3806-5,3806,2023-05-13,2207.24
PG-3806-7,3806-7,3806,2023-08-08,40090.7
PG-3806-9,3806-9,3806,2023-09-28,20326.28
PG-3806-10,3806-10,3806,2023-10-01,14579.59
PG-3806-11,3806-11,3806,2023-11-13,691.91
PG-3807-3,3807-3,3807,2023-03-01,31339.04
PG-3807-5,3807-5,3807,2023-05-15,42395.16
PG-3807-7,3807-7,3807,2023-07-07,12056.03
PG-3807-8,3807-8,3807,2023-08-21,16096.92
PG-3807-9,3807-9,3807,2023-09-17,900.95
PG-3807-11,3807-11,3807,2023-11-13,22959.73
PG-3807-12,3807-12,3807,2023-12-09,17010.85
PG-3807-13,3807-13,3807,2024-01-03,4198.56
PG-3808-1,3808-1,3808,2023-01-31,8584.55
PG-3808-4,3808-4,3808,2023-04-17,53867.33
PG-3808-6,3808-6,3808,2023-07-07,10988.49
PG-3808-7,3808-7,3808,2023-07-04,31760.0
PG-3808-10,3808-10,3808,2023-10-04,1754.63
PG-3808-12,3808-12,3808,2023-12-08,15579.75
PG-3808-13,3808-13,3808,2024-01-06,2674.96
PG-3809-1,3809-1,3809,2023-01-02,21295.39
PG-3809-2,3809-2,3809,2023-03-06,26542.5
PG-3809-3,3809-3,3809,2023-03-08,863.86
PG-3809-4,3809-4,3809,2023-04-12,24856.23
PG-3809-5,3809-5,3809,2023-05-09,3645.35
PG-3809-7,3809-7,3809,2023-07-04,46.3
PG-3809-8,3809-8,3809,2023-09-05,6545.57
PG-3809-9,3809-9,3809,2023-09-28,3406.27
PG-3809-11,3809-11,3809,2023-11-22,1066.92
PG-3809-12,3809-12,3809,2023-12-23,1508.82
PG-3810-1,3810-1,3810,2023-01-15,48608.13
PG-3810-2,3810-2,3810,2023-02-10,12006.92
PG-3810-3,3810-3,3810,2023-03-13,22347.77
PG-3810-4,3810-4,3810,2023-04-06,38500.52
PG-3810-6,3810-6,3810,2023-06-07,2961.0
PG-3810-8,3810-8,3810,2023-08-26,53379.77
PG-3810-9,3810-9,3810,2023-09-30,478.09
PG-3810-10,3810-10,3810,2023-10-06,46950.18
PG-3810-12,3810-12,3810,2023-12-04,7577.99
PG-3810-13,3810-13,3810,2024-01-23,42780.63
PG-3811-1,3811-1,3811,2023-01-03,2997.85
PG-3811-3,3811-3,3811,2023-03-08,24939.75
PG-3811-4,3811-4,3811,2023-04-04,10531.77
PG-3811-5,3811-5,3811,2023-05-08,1700.02
PG-3811-8,3811-8,3811,2023-08-20,1518.83
PG-3811-9,3811-9,3811,2023-09-01,49507.52
PG-3811-11,3811-11,3811,2023-11-03,66587.09
PG-3811-12,3811-12,3811,2023-12-03,9717.77
PG-3812-1,3812-1,3812,2023-01-08,24107.39
PG-3812-2,3812-2,3812,2023-02-02,7566.09
PG-3812-4,3812-4,3812,2023-04-07,4872.99
PG-3812-6,3812-6,3812,2023-06-08,2356.2
PG-3812-7,3812-7,3812,2023-07-06,38944.75
PG-3812-8,3812-8,3812,2023-08-05,8144.32
PG-3812-10,3812-10,3812,2023-10-11,718.69
PG-3812-11,3812-11,3812,2023-11-26,20766.04
PG-3812-12,3812-12,3812,2023-12-02,35949.43
PG-3812-13,3812-13,3812,2024-01-07,11685.75
PG-3813-1,3813-1,3813,2023-01-18,27147.09
PG-3813-2,3813-2,3813,2023-03-09,259.38
PG-3813-3,3813-3,3813,2023-03-25,12071.46
PG-3813-4,3813-4,3813,2023-04-02,9999.39
PG-3813-5,3813-5,3813,2023-05-01,750.15
PG-3813-7,3813-7,3813,2023-08-06,26805.34
PG-3813-8,3813-8,3813,2023-08-06,2764.66
PG-3813-9,3813-9,3813,2023-10-07,1416.88
PG-3813-10,3813-10,3813,2023-10-21,36091.3
PG-3813-11,3813-11,3813,2023-11-04,67215.08
PG-3813-13,3813-13,3813,2024-01-22,7692.61
PG-3814-1,3814-1,3814,2023-02-08,98.89
PG-3814-2,3814-2,3814,2023-03-08,43166.56
PG-3814-5,3814-5,3814,2023-05-26,22062.66
PG-3814-6,3814-6,3814,2023-06-03,14029.38
PG-3814-7,3814-7,3814,2023-07-10,3129.59
PG-3814-8,3814-8,3814,2023-08-17,7891.36
PG-3814-9,3814-9,3814,2023-09-04,5364.4
PG-3814-10,3814-10,3814,2023-11-03,15765.21
PG-3814-11,3814-11,3814,2023-11-07,19485.12
PG-3814-13,3814-13,3814,2024-01-22,47552.9
PG-3815-1,3815-1,3815,2023-01-02,27537.27
PG-3815-4,3815-4,3815,2023-05-03,725.57
PG-3815-5,3815-5,3815,2023-05-04,16363.67
PG-3815-6,3815-6,3815,2023-07-08,3892.89
PG-3815-7,3815-7,3815,2023-07-06,34480.41
PG-3815-8,3815-8,3815,2023-08-19,28365.74
PG-3815-9,3815-9,3815,2023-09-04,1495.69
PG-3815-10,3815-10,3815,2023-10-21,19125.46
PG-3815-11,3815-11,3815,2023-11-10,23060.01
PG-3815-13,3815-13,3815,2024-01-22,206.76
PG-3816-2,3816-2,3816,2023-03-10,2623.9
PG-3816-4,3816-4,3816,2023-04-19,39353.76
PG-3816-5,3816-5,3816,2023-05-09,4300.98
PG-3816-6,3816-6,3816,2023-06-29,1.07
PG-3816-7,3816-7,3816,2023-07-01,1443.88
PG-3816-8,3816-8,3816,2023-09-08,4730.85
PG-3816-9,3816-9,3816,2023-09-02,9531.98
PG-3816-10,3816-10,3816,2023-11-02,4391.02
PG-3816-11,3816-11,3816,2023-11-17,3495.14
PG-3816-12,3816-12,3816,2023-12-08,5263.11
PG-3816-13,3816-13,3816,2024-01-06,1273.84
PG-3817-2,3817-2,3817,2023-02-08,2068.44
PG-3817-3,3817-3,3817,2023-03-29,39213.2
PG-3817-4,3817-4,3817,2023-04-25,41885.23
PG-3817-5,3817-5,3817,2023-05-09,48295.84
PG-3817-6,3817-6,3817,2023-06-19,2237.79
PG-3817-7,3817-7,3817,2023-07-14,15881.67
PG-3817-10,3817-10,3817,2023-10-04,4766.92
PG-3817-11,3817-11,3817,2023-12-08,2674.78
PG-3817-13,3817-13,3817,2024-01-10,21708.39
PG-3818-1,3818-1,3818,2023-01-04,2381.11
PG-3818-2,3818-2,3818,2023-02-18,3995.78
PG-3818-3,3818-3,3818,2023-03-29,34393.51
PG-3818-4,3818-4,3818,2023-04-04,5997.23
PG-3818-7,3818-7,3818,2023-07-09,1124.88
PG-3818-9,3818-9,3818,2023-09-04,26626.51
PG-3818-11,3818-11,3818,2023-11-30,4936.62
PG-3818-12,3818-12,3818,2023-12-09,17539.28
PG-3819-2,3819-2,3819,2023-02-04,1740.36
PG-3819-3,3819-3,3819,2023-03-12,2469.38
PG-3819-4,3819-4,3819,2023-04-04,3559.63
PG-3819-5,3819-5,3819,2023-05-09,63334.33
PG-3819-6,3819-6,3819,2023-06-28,51559.49
PG-3819-7,3819-7,3819,2023-07-08,39827.92
PG-3819-8,3819-8,3819,2023-08-06,22582.34
PG-3819-9,3819-9,3819,2023-09-05,3193.69
PG-3819-12,3819-12,3819,2023-12-17,14051.99
PG-3819-13,3819-13,3819,2024-01-03,6543.39
PG-3820-4,3820-4,3820,2023-04-07,57234.97
PG-3820-5,3820-5,3820,2023-05-19,31414.05
PG-3820-6,3820-6,3820,2023-06-08,12905.55
PG-3820-7,3820-7,3820,2023-07-11,3549.61
PG-3820-8,3820-8,3820,2023-08-17,542.61
PG-3820-9,3820-9,3820,2023-10-01,29752.75
PG-3820-10,3820-10,3820,2023-10-05,26299.69
PG-3820-11,3820-11,3820,2023-11-02,57745.63
PG-3820-12,3820-12,3820,2023-12-03,8531.7
PG-3820-13,3820-13,3820,2024-01-07,41241.51
PG-3821-1,3821-1,3821,2023-01-19,5436.0
PG-3821-5,3821-5,3821,2023-05-26,40048.59
PG-3821-7,3821-7,3821,2023-08-03,12610.04
PG-3821-9,3821-9,3821,2023-09-24,11841.76
PG-3821-10,3821-10,3821,2023-11-06,29669.75
PG-3821-11,3821-11,3821,2023-11-07,17667.9
PG-3821-13,3821-13,3821,2024-01-15,45387.63
PG-3822-1,3822-1,3822,2023-01-17,13476.44
PG-3822-2,3822-2,3822,2023-02-19,322.26
PG-3822-4,3822-4,3822,2023-04-09,38658.28
PG-3822-5,3822-5,3822,2023-05-30,4942.44
PG-3822-6,3822-6,3822,2023-06-16,437.53
PG-3822-7,3822-7,3822,2023-07-07,12988.33
PG-3822-8,3822-8,3822,2023-08-09,17359.64
PG-3822-9,3822-9,3822,2023-09-10,10188.65
PG-3822-11,3822-11,3822,2023-11-05,19890.57
PG-3822-13,3822-13,3822,2024-01-07,30612.58
PG-3823-1,3823-1,3823,2023-01-05,11119.35
PG-3823-4,3823-4,3823,2023-05-01,49544.01
PG-3823-5,3823-5,3823,2023-05-13,10949.84
PG-3823-6,3823-6,3823,2023-07-01,15.06
PG-3823-7,3823-7,3823,2023-07-09,27784.31
PG-3823-8,3823-8,3823,2023-08-07,5821.13
PG-3823-10,3823-10,3823,2023-10-11,12623.11
PG-3823-11,3823-11,3823,2023-12-01,11164.73
PG-3823-12,3823-12,3823,2023-12-27,5450.07
PG-3823-13,3823-13,3823,2024-01-28,1865.05
PG-3824-2,3824-2,3824,2023-02-25,14068.8
PG-3824-3,3824-3,3824,2023-03-08,12596.01
PG-3824-4,3824-4,3824,2023-04-30,16425.54
PG-3824-5,3824-5,3824,2023-06-04,23452.56
PG-3824-6,3824-6,3824,2023-06-18,26747.3
PG-3824-7,3824-7,3824,2023-07-09,1233.86
PG-3824-11,3824-11,3824,2023-11-05,10423.93
PG-3824-12,3824-12,3824,2023-12-28,12593.38
PG-3824-13,3824-13,3824,2024-02-08,57309.83
PG-3825-3,3825-3,3825,2023-03-06,31045.16
PG-3825-4,3825-4,3825,2023-04-14,845.79
PG-3825-6,3825-6,3825,2023-06-06,52173.39
PG-3825-7,3825-7,3825,2023-07-02,29342.85
PG-3825-8,3825-8,3825,2023-08-07,37159.48
PG-3825-9,3825-9,3825,2023-09-10,30504.65
PG-3825-10,3825-10,3825,2023-10-10,1191.88
PG-3825-11,3825-11,3825,2023-11-02,57759.71
PG-3825-12,3825-12,3825,2023-12-29,14020.48
PG-3825-13,3825-13,3825,2024-01-08,5835.27
PG-3826-3,3826-3,3826,2023-03-06,7121.09
PG-3826-4,3826-4,3826,2023-04-09,42350.95
PG-3826-5,3826-5,3826,2023-05-04,25590.81
PG-3826-6,3826-6,3826,2023-06-19,2439.53
PG-3826-7,3826-7,3826,2023-07-08,44244.6
PG-3826-8,3826-8,3826,2023-08-10,15113.58
PG-3826-9,3826-9,3826,2023-09-27,14486.44
PG-3826-10,3826-10,3826,2023-10-25,30265.48
PG-3826-12,3826-12,3826,2023-12-16,32722.5
PG-3827-1,3827-1,3827,2023-01-03,50688.23
PG-3827-2,3827-2,3827,2023-02-28,33935.28
PG-3827-4,3827-4,3827,2023-04-16,12765.75
PG-3827-5,3827-5,3827,2023-05-29,964.07
PG-3827-6,3827-6,3827,2023-06-22,1632.08
PG-3827-7,3827-7,3827,2023-08-02,34705.78
PG-3827-8,3827-8,3827,2023-08-25,3253.15
PG-3827-9,3827-9,3827,2023-09-02,130.92
PG-3827-10,3827-10,3827,2023-10-26,2369.93
PG-3827-11,3827-11,3827,2023-12-08,11405.24
PG-3827-12,3827-12,3827,2023-12-07,27588.4
PG-3827-13,3827-13,3827,2024-01-18,12391.2
PG-3828-1,3828-1,3828,2023-01-02,4069.68
PG-3828-2,3828-2,3828,2023-03-02,16382.79
PG-3828-3,3828-3,3828,2023-03-07,45237.5
PG-3828-6,3828-6,3828,2023-06-08,9.28
PG-3828-8,3828-8,3828,2023-08-08,24258.15
PG-3828-9,3828-9,3828,2023-10-03,2512.1
PG-3828-13,3828-13,3828,2024-02-07,33952.53
PG-3829-2,3829-2,3829,2023-02-21,692.25
PG-3829-3,3829-3,3829,2023-03-04,4293.01
PG-3829-8,3829-8,3829,2023-09-07,633.02
PG-3829-10,3829-10,3829,2023-10-12,5622.65
PG-3829-11,3829-11,3829,2023-12-03,17285.77
PG-3829-12,3829-12,3829,2023-12-08,33233.64
PG-3830-1,3830-1,3830,2023-01-05,3209.13
PG-3830-2,3830-2,3830,2023-03-10,840.48
PG-3830-3,3830-3,3830,2023-03-27,3809.2
PG-3830-4,3830-4,3830,2023-04-08,22866.23
PG-3830-5,3830-5,3830,2023-05-04,3925.58
PG-3830-6,3830-6,3830,2023-06-12,12020.98
PG-3830-8,3830-8,3830,2023-08-21,319.02
PG-3830-9,3830-9,3830,2023-09-14,32602.18
PG-3830-10,3830-10,3830,2023-10-06,18511.67
PG-3830-11,3830-11,3830,2023-11-05,6537.22
PG-3830-12,3830-12,3830,2024-01-01,4852.38
PG-3830-13,3830-13,3830,2024-01-10,5795.41
PG-3831-1,3831-1,3831,2023-01-20,34570.99
PG-3831-3,3831-3,3831,2023-03-25,31849.59
PG-3831-5,3831-5,3831,2023-06-02,42456.12
PG-3831-6,3831-6,3831,2023-07-04,6191.35
PG-3831-8,3831-8,3831,2023-08-22,23948.07
PG-3831-9,3831-9,3831,2023-09-07,567.26
PG-3831-10,3831-10,3831,2023-10-04,45325.47
PG-3831-11,3831-11,3831,2023-11-12,4896.81
PG-3831-13,3831-13,3831,2024-01-06,2347.2
PG-3832-1,3832-1,3832,2023-01-16,20669.59
PG-3832-2,3832-2,3832,2023-03-05,2489.77
PG-3832-5,3832-5,3832,2023-06-08,8449.02
PG-3832-6,3832-6,3832,2023-06-06,2197.28
PG-3832-7,3832-7,3832,2023-08-02,295.52
PG-3832-8,3832-8,3832,2023-09-04,63431.65
PG-3832-10,3832-10,3832,2023-10-16,2472.5
PG-3832-11,3832-11,3832,2023-11-10,10997.72
PG-3832-12,3832-12,3832,2023-12-07,16405.26
PG-3832-13,3832-13,3832,2024-01-01,14943.21
PG-3833-1,3833-1,3833,2023-01-26,24491.14
PG-3833-3,3833-3,3833,2023-03-06,5662.49
PG-3833-5,3833-5,3833,2023-05-09,24424.4
PG-3833-6,3833-6,3833,2023-06-21,58386.23
PG-3833-7,3833-7,3833,2023-07-10,35986.66
PG-3833-10,3833-10,3833,2023-10-13,30940.7
PG-3833-11,3833-11,3833,2023-11-17,14182.61
PG-3833-12,3833-12,3833,2024-01-05,2258.02
PG-3833-13,3833-13,3833,2024-02-06,23839.97
PG-3834-1,3834-1,3834,2023-01-22,3660.57
PG-3834-2,3834-2,3834,2023-02-04,3164.35
PG-3834-3,3834-3,3834,2023-03-16,39625.01
PG-3834-4,3834-4,3834,2023-04-01,4991.47
PG-3834-5,3834-5,3834,2023-05-24,8901.88
PG-3834-6,3834-6,3834,2023-07-06,20745.63
PG-3834-7,3834-7,3834,2023-07-17,13370.06
PG-3834-8,3834-8,3834,2023-09-07,25414.42
PG-3834-10,3834-10,3834,2023-10-12,7742.94
PG-3834-11,3834-11,3834,2023-11-03,13376.5
PG-3834-12,3834-12,3834,2023-12-12,47552.82
PG-3835-1,3835-1,3835,2023-01-09,1468.53
PG-3835-2,3835-2,3835,2023-02-26,51.65
PG-3835-3,3835-3,3835,2023-03-19,20678.08
PG-3835-5,3835-5,3835,2023-06-05,12716.58
PG-3835-6,3835-6,3835,2023-06-16,51515.68
PG-3835-9,3835-9,3835,2023-09-20,4998.85
PG-3835-10,3835-10,3835,2023-10-02,37699.55
PG-3835-11,3835-11,3835,2023-11-04,10873.83
PG-3835-12,3835-12,3835,2023-12-05,3624.72
PG-3835-13,3835-13,3835,2024-01-13,5137.03
PG-3836-1,3836-1,3836,2023-01-10,5676.76
PG-3836-2,3836-2,3836,2023-02-11,34484.32
PG-3836-3,3836-3,3836,2023-03-04,39830.75
PG-3836-4,3836-4,3836,2023-05-04,7683.82
PG-3836-6,3836-6,3836,2023-06-15,967.31
PG-3836-10,3836-10,3836,2023-10-01,4063.45
PG-3836-11,3836-11,3836,2023-11-01,3352.99
PG-3836-13,3836-13,3836,2024-02-06,35280.76
PG-3837-1,3837-1,3837,2023-02-06,1551.89
PG-3837-2,3837-2,3837,2023-02-06,4242.8
PG-3837-3,3837-3,3837,2023-03-11,11588.86
PG-3837-6,3837-6,3837,2023-06-05,11532.95
PG-3837-7,3837-7,3837,2023-07-16,8824.77
PG-3837-8,3837-8,3837,2023-08-05,3241.97
PG-3837-9,3837-9,3837,2023-10-08,11294.88
PG-3837-11,3837-11,3837,2023-11-12,9604.47
PG-3837-12,3837-12,3837,2023-12-12,41719.87
PG-3837-13,3837-13,3837,2024-01-10,2517.39
PG-3838-1,3838-1,3838,2023-01-29,8955.67
PG-3838-2,3838-2,3838,2023-02-01,29536.12
PG-3838-3,3838-3,3838,2023-03-20,20161.19
PG-3838-5,3838-5,3838,2023-06-08,8785.08
PG-3838-7,3838-7,3838,2023-07-30,1174.97
PG-3838-9,3838-9,3838,2023-10-03,26230.58
PG-3838-10,3838-10,3838,2023-11-02,25503.55
PG-3838-11,3838-11,3838,2023-12-08,4873.15
PG-3838-12,3838-12,3838,2024-01-01,33071.49
PG-3838-13,3838-13,3838,2024-02-02,2480.12
PG-3839-1,3839-1,3839,2023-01-13,1121.93
PG-3839-2,3839-2,3839,2023-03-02,17677.54
